ZIP code,State,City,Average annual cost,Percent difference from national average
36330,Alabama,Enterprise,1992,5
36340,Alabama,Geneva,2181,15
36343,Alabama,0,2134,12
36344,Alabama,Hartford,2250,18
36345,Alabama,Headland,2003,5
36346,Alabama,Jack,2098,10
36350,Alabama,Grimes,2087,10
36351,Alabama,New Brockton,2054,8
36352,Alabama,0,2074,9
36353,Alabama,Newville,2039,7
36360,Alabama,Ozark,2041,7
36362,Alabama,Fort Rucker,2155,13
36370,Alabama,Pansey,2267,19
36371,Alabama,Pinckard,2036,7
36373,Alabama,Shorterville,2365,25
36374,Alabama,Skipperville,2224,17
36375,Alabama,Malvern,2072,9
36376,Alabama,Webb,2061,9
36401,Alabama,Evergreen,2276,20
36420,Alabama,Andalusia,2130,12
36421,Alabama,Andalusia,2131,12
36425,Alabama,0,2056,8
36426,Alabama,Brewton,2033,7
36429,Alabama,Brooklyn,2499,32
36432,Alabama,0,2372,25
36435,Alabama,Coy,2203,16
36436,Alabama,Dickinson,2205,16
36439,Alabama,Excel,1941,2
36441,Alabama,0,2146,13
36442,Alabama,Florala,2219,17
36444,Alabama,Franklin,2130,12
36445,Alabama,0,2105,11
36449,Alabama,Goodway,1942,2
36451,Alabama,Fulton,2167,14
36453,Alabama,Kinston,2144,13
36454,Alabama,Lenox,2520,33
36455,Alabama,Lockhart,2320,22
36456,Alabama,McKenzie,2102,11
36457,Alabama,Megargel,2063,9
36458,Alabama,Mexia,2054,8
36460,Alabama,Monroeville,2019,6
36467,Alabama,Opp,2110,11
36470,Alabama,Perdue Hill,2063,9
36471,Alabama,Peterman,2044,8
36473,Alabama,Range,2521,33
36474,Alabama,Red Level,2227,17
36475,Alabama,0,2278,20
36476,Alabama,River Falls,2234,18
36477,Alabama,Samson,2238,18
36480,Alabama,0,2125,12
36481,Alabama,0,2091,10
36482,Alabama,Whatley,2166,14
36483,Alabama,Wing,2398,26
36502,Alabama,Atmore,2142,13
36505,Alabama,Axis,2174,14
36507,Alabama,Bay Minette,2471,30
36509,Alabama,Bayou La Batre,2584,36
36511,Alabama,Bon Secour,2539,34
36512,Alabama,Bucks,3050,61
36513,Alabama,Calvert,3641,92
36515,Alabama,Carlton,2279,20
36518,Alabama,Chatom,2711,43
36521,Alabama,Chunchula,1998,5
36522,Alabama,Citronelle,2141,13
36523,Alabama,Coden,2605,37
36524,Alabama,0,2155,13
36525,Alabama,Creola,2031,7
36526,Alabama,Daphne,2306,21
36527,Alabama,Daphne,2330,23
36528,Alabama,Dauphin Island,2439,28
36529,Alabama,Deer Park,2674,41
36530,Alabama,Perdido Beach,2496,31
36532,Alabama,Fairhope,2366,25
36535,Alabama,Foley,2449,29
36538,Alabama,Frankville,2518,33
36539,Alabama,0,2626,38
36540,Alabama,Gainestown,2345,23
36541,Alabama,Grand Bay,2482,31
36542,Alabama,Gulf Shores,2482,31
36543,Alabama,Huxford,3511,85
36544,Alabama,Irvington,2102,11
36545,Alabama,Jackson,2079,9
36548,Alabama,Leroy,2476,30
36549,Alabama,Lillian,3340,76
36550,Alabama,Little River,2227,17
36551,Alabama,Loxley,1919,1
36553,Alabama,0,2652,40
36555,Alabama,Magnolia Springs,2395,26
36556,Alabama,Malcolm,3340,76
36558,Alabama,0,2553,34
36559,Alabama,Montrose,3161,66
36560,Alabama,0,2220,17
36561,Alabama,Orange Beach,2436,28
36562,Alabama,Perdido,2101,11
36567,Alabama,Robertsdale,1941,2
36568,Alabama,Saint Elmo,2713,43
36569,Alabama,Saint Stephens,2565,35
36571,Alabama,Saraland,1901,0
36572,Alabama,Satsuma,1891,0
36574,Alabama,Seminole,2161,14
36575,Alabama,0,1920,1
36576,Alabama,Silverhill,2015,6
36578,Alabama,Stapleton,2109,11
36579,Alabama,0,2375,25
36580,Alabama,0,1984,4
36581,Alabama,Sunflower,2788,47
36582,Alabama,Belle Fontaine,2457,29
36583,Alabama,Tibbie,2582,36
36584,Alabama,Vinegar Bend,2617,38
36585,Alabama,Wagarville,2786,47
36587,Alabama,Wilmer,2016,6
36602,Alabama,Mobile,3082,62
36603,Alabama,Mobile,2372,25
36604,Alabama,Mobile,2110,11
36605,Alabama,Mobile,2377,25
36606,Alabama,Mobile,2067,9
36607,Alabama,Mobile,2091,10
36608,Alabama,Mobile,2062,9
36609,Alabama,Mobile,2072,9
36610,Alabama,Prichard,1929,2
36611,Alabama,Chickasaw,1917,1
36612,Alabama,Prichard,2108,11
36613,Alabama,Eight Mile,2037,7
36615,Alabama,Mobile,3417,80
36617,Alabama,Mobile,2377,25
36618,Alabama,Mobile,2111,11
36619,Alabama,Tillmans Corner,2102,11
36688,Alabama,Mobile,2106,11
36693,Alabama,Mobile,2071,9
36695,Alabama,Mobile,2064,9
36701,Alabama,Selma,1918,1
36703,Alabama,Selma,1918,1
36720,Alabama,0,2166,14
36721,Alabama,Annemanie,2195,16
36722,Alabama,Arlington,2181,15
36723,Alabama,Boykin,2252,19
36726,Alabama,Camden,2164,14
36727,Alabama,Campbell,2306,21
36728,Alabama,Catherine,2270,20
36732,Alabama,Demopolis,2036,7
36736,Alabama,Dixons Mills,2158,14
36738,Alabama,0,2138,13
36740,Alabama,Forkland,2072,9
36741,Alabama,Furman,2192,15
36742,Alabama,Gallion,2054,8
36744,Alabama,Greensboro,2260,19
36745,Alabama,Jefferson,2063,9
36748,Alabama,Linden,2087,10
36749,Alabama,Jones,1902,0
36750,Alabama,0,1991,5
36751,Alabama,Lower Peach Tree,2300,21
36752,Alabama,0,2086,10
36753,Alabama,Mc Williams,2113,11
36754,Alabama,Magnolia,2148,13
36756,Alabama,Marion,2212,16
36758,Alabama,Plantersville,1973,4
36759,Alabama,Marion Junction,2078,9
36761,Alabama,Minter,2216,17
36762,Alabama,Morvin,2272,20
36763,Alabama,Myrtlewood,2071,9
36764,Alabama,Nanafalia,2119,12
36765,Alabama,0,2183,15
36766,Alabama,Oak Hill,2217,17
36767,Alabama,0,2128,12
36768,Alabama,0,2133,12
36769,Alabama,0,2177,15
36773,Alabama,Safford,2203,16
36775,Alabama,0,2051,8
36776,Alabama,0,2193,15
36782,Alabama,0,2196,16
36783,Alabama,0,2155,13
36784,Alabama,Thomasville,2136,12
36785,Alabama,Tyler,2207,16
36786,Alabama,Uniontown,2230,17
36790,Alabama,Stanton,2028,7
36792,Alabama,Randolph,2014,6
36793,Alabama,Lawley,2119,12
36801,Alabama,Opelika,1613,-15
36804,Alabama,Opelika,1698,-11
36830,Alabama,Auburn,1602,-16
36832,Alabama,Auburn,1606,-15
36849,Alabama,Auburn University,1589,-16
36850,Alabama,Camp Hill,1598,-16
36851,Alabama,Cottonton,1892,0
36852,Alabama,Cusseta,1675,-12
36853,Alabama,Dadeville,1637,-14
36854,Alabama,Valley,1909,1
36855,Alabama,Five Points,2061,9
36856,Alabama,Fort Mitchell,1985,5
36858,Alabama,Hatchechubbee,1970,4
36859,Alabama,Holy Trinity,2010,6
36860,Alabama,0,1979,4
36861,Alabama,Jacksons Gap,1603,-16
36862,Alabama,La Fayette,1974,4
36863,Alabama,Lanett,1922,1
36865,Alabama,Loachapoka,1710,-10
36866,Alabama,Notasulga,2015,6
36867,Alabama,Phenix City,1896,0
36869,Alabama,Phenix City,1929,2
36870,Alabama,Phenix City,1972,4
36871,Alabama,Pittsview,2021,6
36874,Alabama,Salem,1822,-4
36875,Alabama,Seale,2042,8
36877,Alabama,Phenix City,1747,-8
36879,Alabama,0,1979,4
36901,Alabama,Bellamy,2092,10
36904,Alabama,0,2069,9
36907,Alabama,Cuba,2152,13
36908,Alabama,Gilbertown,2237,18
36910,Alabama,Jachin,2145,13
36912,Alabama,0,2243,18
36913,Alabama,Melvin,2171,14
36915,Alabama,Needham,2166,14
36916,Alabama,Pennington,2223,17
36919,Alabama,0,2222,17
36921,Alabama,Toxey,2186,15
36922,Alabama,Ward,2108,11
36925,Alabama,York,2087,10
37010,Tennessee,Adams,2354,24
37012,Tennessee,Alexandria,2504,32
37013,Tennessee,Antioch,2219,17
37014,Tennessee,Arrington,2261,19
37015,Tennessee,Ashland City,2485,31
37016,Tennessee,Auburntown,2458,29
37018,Tennessee,Beechgrove,2646,39
37019,Tennessee,Belfast,2529,33
37020,Tennessee,Bell Buckle,2484,31
37022,Tennessee,Bethpage,2449,29
37023,Tennessee,Big Rock,2503,32
37025,Tennessee,Bon Aqua,2653,40
37026,Tennessee,Bradyville,2572,35
37027,Tennessee,Brentwood,2090,10
37028,Tennessee,Bumpus Mills,2490,31
37029,Tennessee,Burns,2314,22
37030,Tennessee,Carthage,2528,33
37031,Tennessee,Castalian Springs,2424,28
37032,Tennessee,Cedar Hill,2454,29
37033,Tennessee,Centerville,2819,48
37034,Tennessee,Chapel Hill,2551,34
37035,Tennessee,Chapmansboro,2420,27
37036,Tennessee,Charlotte,2423,28
37037,Tennessee,Christiana,2483,31
37040,Tennessee,Clarksville,2268,19
37042,Tennessee,Clarksville,2380,25
37043,Tennessee,Clarksville,2256,19
37044,Tennessee,Clarksville,2670,41
37046,Tennessee,College Grove,2272,20
37047,Tennessee,Cornersville,2582,36
37048,Tennessee,Cottontown,2349,24
37049,Tennessee,Cross Plains,2363,24
37050,Tennessee,Cumberland City,2436,28
37051,Tennessee,Cumberland Furnace,2401,26
37052,Tennessee,Cunningham,2396,26
37055,Tennessee,Dickson,2332,23
37057,Tennessee,Dixon Springs,2573,35
37058,Tennessee,Dover,2521,33
37059,Tennessee,Dowelltown,2477,30
37060,Tennessee,Eagleville,2476,30
37061,Tennessee,Erin,2497,31
37062,Tennessee,Fairview,2165,14
37063,Tennessee,Fosterville,2722,43
37064,Tennessee,Franklin,2138,13
37066,Tennessee,Gallatin,2226,17
37067,Tennessee,Franklin,2176,15
37069,Tennessee,Franklin,2144,13
37071,Tennessee,Gladeville,2655,40
37072,Tennessee,Goodlettsville,2225,17
37073,Tennessee,Greenbrier,2306,21
37074,Tennessee,Hartsville,2545,34
37075,Tennessee,Hendersonville,2228,17
37076,Tennessee,Hermitage,2244,18
37078,Tennessee,Hurricane Mills,2612,38
37079,Tennessee,Indian Mound,2564,35
37080,Tennessee,Nashville,2349,24
37082,Tennessee,Kingston Springs,2349,24
37083,Tennessee,Lafayette,2608,37
37085,Tennessee,Lascassas,2455,29
37086,Tennessee,La Vergne,2496,31
37087,Tennessee,Lebanon,2255,19
37090,Tennessee,Lebanon,2322,22
37091,Tennessee,Lewisburg,2621,38
37095,Tennessee,Liberty,2487,31
37096,Tennessee,Linden,2653,40
37097,Tennessee,Lobelville,2600,37
37098,Tennessee,Lyles,2512,32
37101,Tennessee,Mc Ewen,2536,34
37110,Tennessee,McMinnville,2484,31
37115,Tennessee,Madison,2267,19
37118,Tennessee,Milton,2474,30
37119,Tennessee,Mitchellville,2734,44
37122,Tennessee,Mount Juliet,2262,19
37127,Tennessee,Murfreesboro,2387,26
37128,Tennessee,Murfreesboro,2415,27
37129,Tennessee,Murfreesboro,2395,26
37130,Tennessee,Murfreesboro,2384,26
37132,Tennessee,Murfreesboro,2419,27
37134,Tennessee,New Johnsonville,2604,37
37135,Tennessee,Nolensville,2159,14
37136,Tennessee,Norene,2691,42
37137,Tennessee,Nunnelly,2543,34
37138,Tennessee,Old Hickory,2177,15
37140,Tennessee,Only,2655,40
37141,Tennessee,Orlinda,2524,33
37142,Tennessee,Palmyra,2415,27
37143,Tennessee,Pegram,2408,27
37144,Tennessee,Petersburg,2541,34
37145,Tennessee,Pleasant Shade,2581,36
37146,Tennessee,Pleasant View,2397,26
37148,Tennessee,Portland,2339,23
37149,Tennessee,Readyville,2529,33
37150,Tennessee,Red Boiling Springs,2673,41
37151,Tennessee,Riddleton,2546,34
37153,Tennessee,Rockvale,2461,30
37160,Tennessee,Shelbyville,2492,31
37165,Tennessee,Slayden,2720,43
37166,Tennessee,Smithville,2570,35
37167,Tennessee,Smyrna,2354,24
37171,Tennessee,Southside,2386,26
37172,Tennessee,Springfield,2263,19
37174,Tennessee,Spring Hill,2245,18
37175,Tennessee,Stewart,2496,31
37178,Tennessee,Tennessee Ridge,2513,32
37179,Tennessee,Spring Hill,2140,13
37180,Tennessee,Unionville,2549,34
37181,Tennessee,Vanleer,2449,29
37183,Tennessee,Wartrace,2539,34
37184,Tennessee,Watertown,2354,24
37185,Tennessee,Waverly,2601,37
37186,Tennessee,Westmoreland,2485,31
37187,Tennessee,White Bluff,2321,22
37188,Tennessee,White House,2271,20
37189,Tennessee,Whites Creek,2299,21
37190,Tennessee,Woodbury,2506,32
37191,Tennessee,Woodlawn,2323,22
37201,Tennessee,Nashville,2290,21
37203,Tennessee,Nashville,2331,23
37204,Tennessee,Nashville,2129,12
37205,Tennessee,Nashville,2130,12
37206,Tennessee,Nashville,2412,27
37207,Tennessee,Nashville,2546,34
37208,Tennessee,Nashville,2375,25
37209,Tennessee,Nashville,2218,17
37210,Tennessee,Nashville,2487,31
37211,Tennessee,Nashville,2184,15
37212,Tennessee,Nashville,2263,19
37213,Tennessee,Nashville,2281,20
37214,Tennessee,Nashville,2258,19
37215,Tennessee,Nashville,2128,12
37216,Tennessee,Nashville,2374,25
37217,Tennessee,Nashville,2279,20
37218,Tennessee,Nashville,2517,33
37219,Tennessee,Nashville,2175,15
37220,Tennessee,Oak Hill,2114,11
37221,Tennessee,Nashville,2164,14
37228,Tennessee,Nashville,2342,23
37235,Tennessee,Nashville,2689,42
37238,Tennessee,Nashville,2666,40
37240,Tennessee,Nashville,2244,18
37301,Tennessee,Altamont,2721,43
37302,Tennessee,Apison,2131,12
37303,Tennessee,Athens,2282,20
37304,Tennessee,Bakewell,2687,41
37305,Tennessee,Beersheba Springs,2667,40
37306,Tennessee,Belvidere,2601,37
37307,Tennessee,Benton,2318,22
37308,Tennessee,Birchwood,2342,23
37309,Tennessee,Calhoun,2424,28
37310,Tennessee,Charleston,2182,15
37311,Tennessee,Cleveland,2155,13
37312,Tennessee,Cleveland,2154,13
37313,Tennessee,Coalmont,2705,42
37314,Tennessee,Coker Creek,2726,44
37316,Tennessee,Conasauga,2708,43
37317,Tennessee,Copperhill,2318,22
37318,Tennessee,Cowan,2642,39
37321,Tennessee,Dayton,2333,23
37322,Tennessee,Decatur,2574,36
37323,Tennessee,Cleveland,2144,13
37324,Tennessee,Decherd,2658,40
37325,Tennessee,Delano,2351,24
37326,Tennessee,Ducktown,2775,46
37327,Tennessee,Dunlap,2623,38
37328,Tennessee,Elora,2608,37
37329,Tennessee,Englewood,2414,27
37330,Tennessee,Estill Springs,2543,34
37331,Tennessee,Etowah,2387,26
37332,Tennessee,Evensville,2349,24
37333,Tennessee,Farner,2370,25
37334,Tennessee,Fayetteville,2453,29
37335,Tennessee,Flintville,2577,36
37336,Tennessee,Georgetown,2143,13
37337,Tennessee,Grandview,2473,30
37338,Tennessee,Graysville,2426,28
37339,Tennessee,Gruetli-Laager,2932,54
37340,Tennessee,Guild,2467,30
37341,Tennessee,Harrison,2096,10
37342,Tennessee,Hillsboro,2645,39
37343,Tennessee,Chattanooga,2118,12
37345,Tennessee,Huntland,2520,33
37347,Tennessee,Jasper,2470,30
37348,Tennessee,Kelso,2515,32
37350,Tennessee,Lookout Mountain,2196,16
37351,Tennessee,Lupton City,2249,18
37352,Tennessee,Lynchburg,2544,34
37353,Tennessee,Mc Donald,2130,12
37354,Tennessee,Madisonville,2370,25
37355,Tennessee,Manchester,2538,34
37356,Tennessee,Monteagle,2665,40
37357,Tennessee,Morrison,2608,37
37359,Tennessee,Mulberry,2537,34
37360,Tennessee,Normandy,2442,29
37361,Tennessee,Ocoee,2302,21
37362,Tennessee,Old Fort,2233,18
37363,Tennessee,Ooltewah,2066,9
37365,Tennessee,Gruetli-Laager,2673,41
37366,Tennessee,Pelham,2599,37
37367,Tennessee,Pikeville,2614,38
37369,Tennessee,Reliance,2360,24
37370,Tennessee,Riceville,2322,22
37373,Tennessee,Sale Creek,2212,16
37374,Tennessee,Sequatchie,2594,37
37375,Tennessee,Sewanee,2508,32
37376,Tennessee,Sherwood,2572,35
37377,Tennessee,Signal Mountain,2069,9
37378,Tennessee,Smartt,2621,38
37379,Tennessee,Soddy-Daisy,2124,12
37380,Tennessee,South Pittsburg,2685,41
37381,Tennessee,Spring City,2421,27
37382,Tennessee,Summitville,2853,50
37383,Tennessee,Sewanee,2806,48
37385,Tennessee,Tellico Plains,2299,21
37387,Tennessee,Tracy City,2686,41
37388,Tennessee,Tullahoma,2507,32
37389,Tennessee,Arnold AFB,2841,50
37391,Tennessee,Turtletown,2404,27
37394,Tennessee,Viola,2749,45
37396,Tennessee,Whiteside,2456,29
37397,Tennessee,Whitwell,2643,39
37398,Tennessee,Winchester,2501,32
37402,Tennessee,Chattanooga,2274,20
37403,Tennessee,Chattanooga,2351,24
37404,Tennessee,Chattanooga,2324,22
37405,Tennessee,Chattanooga,2098,10
37406,Tennessee,Chattanooga,2413,27
37407,Tennessee,Chattanooga,2303,21
37408,Tennessee,Chattanooga,2321,22
37409,Tennessee,Chattanooga,2263,19
37410,Tennessee,Chattanooga,2375,25
37411,Tennessee,Chattanooga,2278,20
37412,Tennessee,East Ridge,2141,13
37415,Tennessee,Chattanooga,2095,10
37416,Tennessee,Chattanooga,2135,12
37419,Tennessee,Chattanooga,2181,15
37421,Tennessee,Chattanooga,2075,9
37450,Tennessee,Chattanooga,2620,38
37601,Tennessee,Johnson City,1807,-5
37604,Tennessee,Johnson City,1790,-6
37614,Tennessee,Johnson City,1823,-4
37615,Tennessee,Johnson City,1834,-3
37616,Tennessee,Afton,2019,6
37617,Tennessee,Blountville,1827,-4
37618,Tennessee,Bluff City,1850,-3
37620,Tennessee,Bristol,1796,-5
37640,Tennessee,Butler,2007,6
37641,Tennessee,Chuckey,1915,1
37642,Tennessee,Church Hill,1906,0
37643,Tennessee,Elizabethton,1871,-1
37645,Tennessee,Mount Carmel,1877,-1
37650,Tennessee,Erwin,1966,4
37656,Tennessee,Fall Branch,1882,-1
37657,Tennessee,Flag Pond,2015,6
37658,Tennessee,Hampton,1926,1
37659,Tennessee,Jonesborough,1819,-4
37660,Tennessee,Kingsport,1814,-4
37663,Tennessee,Colonial Heights,1824,-4
37664,Tennessee,Kingsport,1778,-6
37665,Tennessee,Kingsport,1838,-3
37680,Tennessee,Laurel Bloomery,2028,7
37681,Tennessee,Limestone,1869,-2
37682,Tennessee,Milligan College,2345,23
37683,Tennessee,Mountain City,1993,5
37684,Tennessee,Mountain Home,2390,26
37686,Tennessee,Piney Flats,1802,-5
37687,Tennessee,Roan Mountain,2014,6
37688,Tennessee,Shady Valley,2035,7
37690,Tennessee,Telford,1863,-2
37691,Tennessee,Trade,2024,7
37692,Tennessee,Unicoi,1902,0
37694,Tennessee,Watauga,1896,0
37701,Tennessee,Alcoa,1999,5
37705,Tennessee,Andersonville,2205,16
37707,Tennessee,Arthur,2488,31
37708,Tennessee,Bean Station,2232,18
37709,Tennessee,Blaine,2223,17
37710,Tennessee,Briceville,2358,24
37711,Tennessee,Bulls Gap,2127,12
37713,Tennessee,Bybee,2257,19
37714,Tennessee,Caryville,2291,21
37715,Tennessee,Clairfield,2265,19
37716,Tennessee,Clinton,2173,14
37721,Tennessee,Corryton,2048,8
37722,Tennessee,Cosby,2372,25
37723,Tennessee,Crab Orchard,2412,27
37724,Tennessee,Cumberland Gap,2218,17
37725,Tennessee,Dandridge,2124,12
37726,Tennessee,Deer Lodge,2683,41
37727,Tennessee,Del Rio,2293,21
37729,Tennessee,Duff,2414,27
37730,Tennessee,Eagan,2625,38
37731,Tennessee,Eidson,2114,11
37732,Tennessee,Elgin,2759,45
37733,Tennessee,Rugby,2681,41
37737,Tennessee,Friendsville,2068,9
37738,Tennessee,Gatlinburg,2180,15
37742,Tennessee,Greenback,2243,18
37743,Tennessee,Greeneville,1927,1
37745,Tennessee,Greeneville,1884,-1
37748,Tennessee,Harriman,2295,21
37752,Tennessee,Harrogate,2200,16
37753,Tennessee,Hartford,2274,20
37754,Tennessee,Heiskell,2148,13
37755,Tennessee,Helenwood,2614,38
37756,Tennessee,Huntsville,2644,39
37757,Tennessee,Jacksboro,2296,21
37760,Tennessee,Jefferson City,2091,10
37762,Tennessee,Jellico,2297,21
37763,Tennessee,Kingston,2209,16
37764,Tennessee,Kodak,2134,12
37765,Tennessee,Kyles Ford,2184,15
37766,Tennessee,La Follette,2303,21
37769,Tennessee,Lake City,2283,20
37770,Tennessee,Lancing,2526,33
37771,Tennessee,Lenoir City,2151,13
37772,Tennessee,Lenoir City,2075,9
37773,Tennessee,Lone Mountain,2476,30
37774,Tennessee,Loudon,2143,13
37777,Tennessee,Louisville,2021,6
37778,Tennessee,Lowland,2074,9
37779,Tennessee,Luttrell,2172,14
37801,Tennessee,Maryville,2021,6
37803,Tennessee,Maryville,2003,5
37804,Tennessee,Maryville,2026,7
37806,Tennessee,Mascot,2063,9
37807,Tennessee,Maynardville,2226,17
37809,Tennessee,Midway,2044,8
37810,Tennessee,Mohawk,2033,7
37811,Tennessee,Mooresburg,2087,10
37813,Tennessee,Morristown,2038,7
37814,Tennessee,Morristown,1972,4
37818,Tennessee,Mosheim,1903,0
37819,Tennessee,Newcomb,2388,26
37820,Tennessee,New Market,2195,16
37821,Tennessee,Newport,2383,25
37825,Tennessee,New Tazewell,2220,17
37826,Tennessee,Niota,2393,26
37828,Tennessee,Norris,2637,39
37829,Tennessee,Oakdale,2558,35
37830,Tennessee,Oak Ridge,2111,11
37840,Tennessee,Oliver Springs,2279,20
37841,Tennessee,Oneida,2663,40
37843,Tennessee,Parrottsville,2424,28
37845,Tennessee,Petros,2643,39
37846,Tennessee,Philadelphia,2307,21
37847,Tennessee,Pioneer,2551,34
37848,Tennessee,Powder Springs,2189,15
37849,Tennessee,Powell,1986,5
37851,Tennessee,Pruden,2602,37
37852,Tennessee,Robbins,2727,44
37853,Tennessee,Rockford,2104,11
37854,Tennessee,Rockwood,2397,26
37857,Tennessee,Rogersville,1989,5
37860,Tennessee,Russellville,2027,7
37861,Tennessee,Rutledge,2234,18
37862,Tennessee,Sevierville,2069,9
37863,Tennessee,Pigeon Forge,2107,11
37865,Tennessee,Seymour,2065,9
37866,Tennessee,Sharps Chapel,2223,17
37867,Tennessee,Shawanee,2564,35
37869,Tennessee,Sneedville,2180,15
37870,Tennessee,Speedwell,2294,21
37871,Tennessee,Strawberry Plains,2106,11
37872,Tennessee,Sunbright,2534,33
37873,Tennessee,Surgoinsville,2084,10
37874,Tennessee,Sweetwater,2298,21
37876,Tennessee,Sevierville,2146,13
37877,Tennessee,Talbott,1967,4
37878,Tennessee,Tallassee,2158,14
37879,Tennessee,Tazewell,2189,15
37880,Tennessee,Ten Mile,2384,26
37881,Tennessee,Thorn Hill,2258,19
37882,Tennessee,Townsend,2140,13
37885,Tennessee,Vonore,2226,17
37886,Tennessee,Walland,2059,8
37887,Tennessee,Wartburg,2537,34
37888,Tennessee,Washburn,2254,19
37890,Tennessee,White Pine,2157,14
37891,Tennessee,Whitesburg,2025,7
37892,Tennessee,Winfield,2690,42
37902,Tennessee,Knoxville,2101,11
37909,Tennessee,Knoxville,2060,8
37912,Tennessee,Knoxville,2056,8
37914,Tennessee,Knoxville,2184,15
37915,Tennessee,Knoxville,2202,16
37916,Tennessee,Knoxville,2078,9
37917,Tennessee,Knoxville,2151,13
37918,Tennessee,Knoxville,2056,8
37919,Tennessee,Knoxville,2043,8
37920,Tennessee,Knoxville,2067,9
37921,Tennessee,Knoxville,2090,10
37922,Tennessee,Knoxville,2040,7
37923,Tennessee,Knoxville,2035,7
37924,Tennessee,Knoxville,2114,11
37929,Tennessee,Knoxville,2576,36
37931,Tennessee,Knoxville,2077,9
37932,Tennessee,Knoxville,2040,7
37934,Tennessee,Farragut,1972,4
37938,Tennessee,Knoxville,2061,9
37996,Tennessee,Knoxville,2023,7
37998,Tennessee,Knoxville,2104,11
38001,Tennessee,Alamo,2955,56
38002,Tennessee,Arlington,2860,51
38004,Tennessee,Atoka,2711,43
38006,Tennessee,Bells,2933,54
38007,Tennessee,Bogota,3093,63
38008,Tennessee,Bolivar,2986,57
38010,Tennessee,Braden,3103,63
38011,Tennessee,Brighton,2783,47
38012,Tennessee,Brownsville,2945,55
38014,Tennessee,Brunswick,3098,63
38015,Tennessee,Burlison,2836,49
38016,Tennessee,Memphis,2926,54
38017,Tennessee,Collierville,2831,49
38018,Tennessee,Memphis,2956,56
38019,Tennessee,Covington,2976,57
38021,Tennessee,Crockett Mills,3157,66
38023,Tennessee,Drummonds,2948,55
38024,Tennessee,Dyersburg,2901,53
38028,Tennessee,Eads,2880,52
38029,Tennessee,Ellendale,3102,63
38030,Tennessee,Finley,3017,59
38034,Tennessee,Friendship,3039,60
38036,Tennessee,Gallaway,3149,66
38037,Tennessee,Gates,2967,56
38039,Tennessee,Grand Junction,3003,58
38040,Tennessee,Halls,3020,59
38041,Tennessee,Henning,3046,60
38042,Tennessee,Hickory Valley,2980,57
38044,Tennessee,Hornsby,2780,46
38045,Tennessee,Laconia,3045,60
38046,Tennessee,La Grange,3118,64
38047,Tennessee,Lenox,3117,64
38048,Tennessee,Macon,3080,62
38049,Tennessee,Mason,2894,52
38050,Tennessee,Maury City,3097,63
38052,Tennessee,Middleton,2935,55
38053,Tennessee,Millington,2820,48
38054,Tennessee,Millington,3096,63
38057,Tennessee,Moscow,2851,50
